gdhA: HAIN001_00203	HAIN002_00273	HAIN003_00473	HAIN004_00707	HAIN005_01972	HAIN006_01111	HAIN007_00257	HAIN008_00454	HAIN009_00399	HAIN010_00871
dsbA: HAIN001_00912	HAIN002_00978	HAIN003_01562	HAIN004_01561	HAIN005_01421	HAIN006_00291	HAIN007_01036	HAIN008_01508	HAIN009_01556	HAIN010_01647
metI_2: HAIN001_00662	HAIN002_00847	HAIN003_00425	HAIN004_01422	HAIN005_01549	HAIN006_00421	HAIN007_00788	HAIN008_00414	HAIN009_01687	HAIN010_01587
group_806: HAIN001_01053	HAIN002_01110	HAIN003_01411	HAIN004_01708	HAIN005_01244	HAIN006_00144	HAIN007_01179	HAIN008_01348	HAIN009_01406	HAIN010_00619
group_3887: HAIN001_00322	HAIN002_00387	HAIN003_00312	HAIN004_00860	HAIN005_00242	HAIN006_00992	HAIN007_00438	HAIN008_00289	HAIN009_00285	HAIN010_01790
group_1057: HAIN001_00390	HAIN002_00463	HAIN003_00232	HAIN004_00929	HAIN005_00312	HAIN006_00922	HAIN007_00502	HAIN008_00219	HAIN009_00210	HAIN010_01706
ompA: HAIN001_01231	HAIN002_01261	HAIN003_01251	HAIN004_01898	HAIN005_01093	HAIN006_01884	HAIN007_01366	HAIN008_01197	HAIN009_01244	HAIN010_01454
group_1503: HAIN001_00374	HAIN002_00446	HAIN003_00249	HAIN004_00912	HAIN005_00296	HAIN006_00938	HAIN007_00486	HAIN008_00235	HAIN009_00227	HAIN010_00099
ftsZ: HAIN001_01209	HAIN002_01241	HAIN003_01271	HAIN004_01872	HAIN005_01118	HAIN006_01911	HAIN007_01346	HAIN008_01217	HAIN009_01264	HAIN010_01476
rpmG: HAIN001_01017	HAIN002_01079	HAIN003_01443	HAIN004_01675	HAIN005_01317	HAIN006_00178	HAIN007_01145	HAIN008_01381	HAIN009_01438	HAIN010_00585
mukF: HAIN001_01436	HAIN002_01669	HAIN003_00905	HAIN004_00107	HAIN005_00702	HAIN006_01593	HAIN007_01589	HAIN008_00862	HAIN009_01033	HAIN010_01112
potD_1: HAIN001_00526	HAIN002_00595	HAIN003_00097	HAIN004_01150	HAIN005_01793	HAIN006_00716	HAIN007_00655	HAIN008_00087	HAIN009_00077	HAIN010_00362
rplO: HAIN001_00862	HAIN002_00928	HAIN003_01613	HAIN004_01510	HAIN005_01471	HAIN006_00342	HAIN007_00987	HAIN008_01557	HAIN009_01605	HAIN010_00481
group_725: HAIN001_00479	HAIN002_00549	HAIN003_00143	HAIN004_01097	HAIN005_01839	HAIN006_00764	HAIN007_00609	HAIN008_00133	HAIN009_00123	HAIN010_00443
rplC: HAIN001_00842	HAIN002_00908	HAIN003_01632	HAIN004_01490	HAIN005_01491	HAIN006_00362	HAIN007_00966	HAIN008_01577	HAIN009_01625	HAIN010_00462
group_3863: HAIN001_00132	HAIN002_00204	HAIN003_00548	HAIN004_00633	HAIN005_00404	HAIN006_01181	HAIN007_00189	HAIN008_00521	HAIN009_00471	HAIN010_01679
group_1542: HAIN001_00555	HAIN002_00622	HAIN003_00068	HAIN004_01178	HAIN005_01766	HAIN006_00689	HAIN007_00682	HAIN008_00059	HAIN009_00050	HAIN010_00334
recA: HAIN001_00628	HAIN002_00699	HAIN003_01839	HAIN004_01259	HAIN005_01580	HAIN006_00506	HAIN007_00756	HAIN008_01760	HAIN009_01888	HAIN010_00245
group_421: HAIN001_01798	HAIN002_01888	HAIN003_00711	HAIN004_00458	HAIN005_00432	HAIN006_01213	HAIN007_01954	HAIN008_00676	HAIN009_00736	HAIN010_01386
ptsI: HAIN001_01786	HAIN002_01878	HAIN003_00721	HAIN004_00448	HAIN005_00441	HAIN006_01223	HAIN007_01945	HAIN008_00685	HAIN009_00746	HAIN010_01377
group_1435: HAIN001_00002	HAIN002_00002	HAIN003_00682	HAIN004_00485	HAIN005_00002	HAIN006_00002	HAIN007_00002	HAIN008_00651	HAIN009_00706	HAIN010_01417
group_1227: HAIN001_01259	HAIN002_01289	HAIN003_01221	HAIN004_01929	HAIN005_01064	HAIN006_01856	HAIN007_01397	HAIN008_01169	HAIN009_01216	HAIN010_00893
thiI: HAIN001_01508	HAIN002_01583	HAIN003_00976	HAIN004_00208	HAIN005_00753	HAIN006_01538	HAIN007_01694	HAIN008_00928	HAIN009_00953	HAIN010_01180
ribD: HAIN001_01010	HAIN002_01072	HAIN003_01450	HAIN004_01668	HAIN005_01322	HAIN006_00185	HAIN007_01138	HAIN008_01388	HAIN009_01445	HAIN010_00580
pepN: HAIN001_01686	HAIN002_01350	HAIN003_01153	HAIN004_02003	HAIN005_00999	HAIN006_01792	HAIN007_01846	HAIN008_01107	HAIN009_01150	HAIN010_01268
cdd: HAIN001_01413	HAIN002_01693	HAIN003_00879	HAIN004_00078	HAIN005_00676	HAIN006_01618	HAIN007_01566	HAIN008_00837	HAIN009_01056	HAIN010_01208
group_1293: HAIN001_01676	HAIN002_01360	HAIN003_01142	HAIN004_02013	HAIN005_00989	HAIN006_01782	HAIN007_01836	HAIN008_01097	HAIN009_01140	HAIN010_01258
group_840: HAIN001_01280	HAIN002_01310	HAIN003_01199	HAIN004_01953	HAIN005_01042	HAIN006_01835	HAIN007_01418	HAIN008_01147	HAIN009_01195	HAIN010_00914
murB: HAIN001_00293	HAIN002_00358	HAIN003_00342	HAIN004_00828	HAIN005_00213	HAIN006_01021	HAIN007_00346	HAIN008_00320	HAIN009_00315	HAIN010_00004
lpxD: HAIN001_00980	HAIN002_01041	HAIN003_01489	HAIN004_01638	HAIN005_01359	HAIN006_00221	HAIN007_01104	HAIN008_01425	HAIN009_01475	HAIN010_00551
mukB: HAIN001_01438	HAIN002_01665	HAIN003_00908	HAIN004_00113	HAIN005_00704	HAIN006_01589	HAIN007_01591	HAIN008_00864	HAIN009_01031	HAIN010_01114
rlmH: HAIN001_00034	HAIN002_00034	HAIN003_00649	HAIN004_00524	HAIN005_00037	HAIN006_00039	HAIN007_00034	HAIN008_00619	HAIN009_00674	HAIN010_01521
dacA: HAIN001_00030	HAIN002_00030	HAIN003_00653	HAIN004_00518	HAIN005_00033	HAIN006_00035	HAIN007_00030	HAIN008_00623	HAIN009_00678	HAIN010_01517
fucK: HAIN001_00654	HAIN002_00839	HAIN003_00417	HAIN004_01413	HAIN005_01557	HAIN006_00429	HAIN007_00780	HAIN008_00406	HAIN009_01695	HAIN010_01595
rlpA: HAIN001_00031	HAIN002_00031	HAIN003_00652	HAIN004_00521	HAIN005_00034	HAIN006_00036	HAIN007_00031	HAIN008_00622	HAIN009_00677	HAIN010_01518
ghxP: HAIN001_00140	HAIN002_00213	HAIN003_00540	HAIN004_00642	HAIN005_01912	HAIN006_01173	HAIN007_00198	HAIN008_00513	HAIN009_00462	HAIN010_01689
ccmH: HAIN001_01163	HAIN002_01198	HAIN003_01320	HAIN004_01825	HAIN005_01155	HAIN006_01948	HAIN007_01301	HAIN008_01259	HAIN009_01310	HAIN010_00760
gnd: HAIN001_00581	HAIN002_00650	HAIN003_00040	HAIN004_01209	HAIN005_01735	HAIN006_00661	HAIN007_00710	HAIN008_00030	HAIN009_00030	HAIN010_00199
ispA: HAIN001_01511	HAIN002_01581	HAIN003_00978	HAIN004_00210	HAIN005_00755	HAIN006_01536	HAIN007_01696	HAIN008_00930	HAIN009_00951	HAIN010_01182
group_3713: HAIN001_00925	HAIN002_00991	HAIN003_01548	HAIN004_01576	HAIN005_01408	HAIN006_00278	HAIN007_01049	HAIN008_01495	HAIN009_01542	HAIN010_01630
group_1629: HAIN001_01005	HAIN002_01067	HAIN003_01455	HAIN004_01663	HAIN005_01327	HAIN006_00190	HAIN007_01133	HAIN008_01393	HAIN009_01450	HAIN010_00575
tolQ: HAIN001_00413	HAIN002_00486	HAIN003_00208	HAIN004_01021	HAIN005_01905	HAIN006_00829	HAIN007_00525	HAIN008_00196	HAIN009_00187	HAIN010_01729
dus: HAIN001_01048	HAIN002_01105	HAIN003_01416	HAIN004_01703	HAIN005_01249	HAIN006_00149	HAIN007_01174	HAIN008_01353	HAIN009_01411	HAIN010_00614
ampD: HAIN001_00329	HAIN002_00394	HAIN003_00304	HAIN004_00867	HAIN005_00249	HAIN006_00985	HAIN007_00445	HAIN008_00282	HAIN009_00278	HAIN010_01783
ilvC: HAIN001_00738	HAIN002_00775	HAIN003_01739	HAIN004_01346	HAIN005_01675	HAIN006_00601	HAIN007_00862	HAIN008_01664	HAIN009_01807	HAIN010_00413
group_607: HAIN001_01691	HAIN002_01343	HAIN003_01160	HAIN004_01992	HAIN005_01009	HAIN006_01802	HAIN007_01851	HAIN008_01112	HAIN009_01162	HAIN010_01278
guaB: HAIN001_00244	HAIN002_00312	HAIN003_00393	HAIN004_00747	HAIN005_00163	HAIN006_01072	HAIN007_00298	HAIN008_00383	HAIN009_00361	HAIN010_01619
corA: HAIN001_01104	HAIN002_01140	HAIN003_01379	HAIN004_01762	HAIN005_01214	HAIN006_00114	HAIN007_01244	HAIN008_01318	HAIN009_01368	HAIN010_00652
rsmE: HAIN001_00332	HAIN002_00397	HAIN003_00301	HAIN004_00870	HAIN005_00252	HAIN006_00982	HAIN007_00448	HAIN008_00279	HAIN009_00275	HAIN010_01780
ftsL: HAIN001_01197	HAIN002_01229	HAIN003_01284	HAIN004_01860	HAIN005_01130	HAIN006_01923	HAIN007_01334	HAIN008_01229	HAIN009_01276	HAIN010_01488
sitD_1: HAIN001_00386	HAIN002_00458	HAIN003_00237	HAIN004_00924	HAIN005_00308	HAIN006_00926	HAIN007_00498	HAIN008_00223	HAIN009_00215	HAIN010_01702
rbsB: HAIN001_00532	HAIN002_00601	HAIN003_00091	HAIN004_01157	HAIN005_01787	HAIN006_00710	HAIN007_00661	HAIN008_00081	HAIN009_00071	HAIN010_00356
udk: HAIN001_00144	HAIN002_00214	HAIN003_00539	HAIN004_00646	HAIN005_01913	HAIN006_01172	HAIN007_00199	HAIN008_00512	HAIN009_00458	HAIN010_01693
group_1030: HAIN001_00213	HAIN002_00283	HAIN003_00462	HAIN004_00719	HAIN005_01982	HAIN006_01101	HAIN007_00267	HAIN008_00444	HAIN009_00389	HAIN010_00881
pta: HAIN001_01268	HAIN002_01298	HAIN003_01212	HAIN004_01939	HAIN005_01055	HAIN006_01847	HAIN007_01406	HAIN008_01159	HAIN009_01207	HAIN010_00902
rpsH: HAIN001_00857	HAIN002_00923	HAIN003_01618	HAIN004_01505	HAIN005_01476	HAIN006_00347	HAIN007_00982	HAIN008_01562	HAIN009_01610	HAIN010_00476
rplX: HAIN001_00854	HAIN002_00920	HAIN003_01621	HAIN004_01502	HAIN005_01479	HAIN006_00350	HAIN007_00979	HAIN008_01565	HAIN009_01613	HAIN010_00473
murF: HAIN001_01200	HAIN002_01232	HAIN003_01281	HAIN004_01863	HAIN005_01127	HAIN006_01920	HAIN007_01337	HAIN008_01226	HAIN009_01273	HAIN010_01485
nth: HAIN001_01763	HAIN002_01853	HAIN003_00745	HAIN004_00425	HAIN005_00536	HAIN006_01261	HAIN007_01922	HAIN008_00708	HAIN009_00769	HAIN010_01350
rpsJ: HAIN001_00841	HAIN002_00907	HAIN003_01634	HAIN004_01489	HAIN005_01492	HAIN006_00363	HAIN007_00965	HAIN008_01578	HAIN009_01626	HAIN010_00461
group_1351: HAIN001_01693	HAIN002_01341	HAIN003_01162	HAIN004_01990	HAIN005_01011	HAIN006_01804	HAIN007_01853	HAIN008_01114	HAIN009_01164	HAIN010_01280
waaA: HAIN001_00707	HAIN002_00742	HAIN003_01787	HAIN004_01315	HAIN005_01595	HAIN006_00525	HAIN007_00832	HAIN008_01711	HAIN009_01838	HAIN010_00292
nrdD: HAIN001_00077	HAIN002_00079	HAIN003_00606	HAIN004_00573	HAIN005_00071	HAIN006_00073	HAIN007_00068	HAIN008_00576	HAIN009_00631	HAIN010_01565
recR: HAIN001_00472	HAIN002_00542	HAIN003_00150	HAIN004_01090	HAIN005_01846	HAIN006_00771	HAIN007_00581	HAIN008_00140	HAIN009_00130	HAIN010_00034
holD: HAIN001_00012	HAIN002_00012	HAIN003_00672	HAIN004_00494	HAIN005_00011	HAIN006_00013	HAIN007_00012	HAIN008_00641	HAIN009_00696	HAIN010_01499
fdhE: HAIN001_00010	HAIN002_00010	HAIN003_00674	HAIN004_00492	HAIN005_00009	HAIN006_00011	HAIN007_00010	HAIN008_00643	HAIN009_00698	HAIN010_01497
bamD: HAIN001_00190	HAIN002_00259	HAIN003_00495	HAIN004_00693	HAIN005_01958	HAIN006_01125	HAIN007_00244	HAIN008_00467	HAIN009_00412	HAIN010_00794
surE: HAIN001_00757	HAIN002_00793	HAIN003_01729	HAIN004_01365	HAIN005_01659	HAIN006_00587	HAIN007_00882	HAIN008_01655	HAIN009_01787	HAIN010_00394
group_1144: HAIN001_00894	HAIN002_00960	HAIN003_01582	HAIN004_01542	HAIN005_01439	HAIN006_00309	HAIN007_01018	HAIN008_01526	HAIN009_01574	HAIN010_00512
rpsU: HAIN001_00559	HAIN002_00626	HAIN003_00064	HAIN004_01182	HAIN005_01759	HAIN006_00685	HAIN007_00686	HAIN008_00055	HAIN009_00046	HAIN010_00330
rsmD: HAIN001_00832	HAIN002_00898	HAIN003_01648	HAIN004_01479	HAIN005_01496	HAIN006_00367	HAIN007_00956	HAIN008_01582	HAIN009_01635	HAIN010_00452
luxS: HAIN001_00521	HAIN002_00591	HAIN003_00101	HAIN004_01144	HAIN005_01798	HAIN006_00720	HAIN007_00651	HAIN008_00091	HAIN009_00081	HAIN010_00152
parC: HAIN001_01604	HAIN002_01508	HAIN003_01059	HAIN004_00063	HAIN005_00841	HAIN006_01636	HAIN007_01740	HAIN008_01021	HAIN009_01069	HAIN010_01059
iscS: HAIN001_00404	HAIN002_00477	HAIN003_00218	HAIN004_00944	HAIN005_00326	HAIN006_00908	HAIN007_00516	HAIN008_00205	HAIN009_00196	HAIN010_01720
group_1672: HAIN001_01198	HAIN002_01230	HAIN003_01283	HAIN004_01861	HAIN005_01129	HAIN006_01922	HAIN007_01335	HAIN008_01228	HAIN009_01275	HAIN010_01487
nrdR: HAIN001_01009	HAIN002_01071	HAIN003_01451	HAIN004_01667	HAIN005_01323	HAIN006_00186	HAIN007_01137	HAIN008_01389	HAIN009_01446	HAIN010_00579
group_363: HAIN001_00996	HAIN002_01058	HAIN003_01465	HAIN004_01654	HAIN005_01337	HAIN006_00199	HAIN007_01124	HAIN008_01402	HAIN009_01459	HAIN010_00566
group_1547: HAIN001_00602	HAIN002_00671	HAIN003_00019	HAIN004_01228	HAIN005_01715	HAIN006_00641	HAIN007_00729	HAIN008_00010	HAIN009_00010	HAIN010_00217
grxD: HAIN001_01232	HAIN002_01262	HAIN003_01250	HAIN004_01899	HAIN005_01092	HAIN006_01883	HAIN007_01367	HAIN008_01196	HAIN009_01243	HAIN010_01453
ilvE: HAIN001_01258	HAIN002_01288	HAIN003_01222	HAIN004_01928	HAIN005_01065	HAIN006_01857	HAIN007_01396	HAIN008_01170	HAIN009_01217	HAIN010_00892
nfuA: HAIN001_00462	HAIN002_00532	HAIN003_00160	HAIN004_01079	HAIN005_01856	HAIN006_00781	HAIN007_00571	HAIN008_00150	HAIN009_00140	HAIN010_00045
group_3808: HAIN001_01039	HAIN002_01100	HAIN003_01422	HAIN004_01697	HAIN005_01255	HAIN006_00157	HAIN007_01166	HAIN008_01359	HAIN009_01417	HAIN010_00606
group_3851: HAIN001_01672	HAIN002_01364	HAIN003_01137	HAIN004_02017	HAIN005_00985	HAIN006_01778	HAIN007_01832	HAIN008_01093	HAIN009_01136	HAIN010_01254
mrdB: HAIN001_00032	HAIN002_00032	HAIN003_00651	HAIN004_00522	HAIN005_00035	HAIN006_00037	HAIN007_00032	HAIN008_00621	HAIN009_00676	HAIN010_01519
priA: HAIN001_00367	HAIN002_00440	HAIN003_00255	HAIN004_00905	HAIN005_00290	HAIN006_00944	HAIN007_00480	HAIN008_00241	HAIN009_00233	HAIN010_00105
atzC: HAIN001_00909	HAIN002_00975	HAIN003_01565	HAIN004_01558	HAIN005_01424	HAIN006_00294	HAIN007_01033	HAIN008_01511	HAIN009_01559	HAIN010_00529
metF: HAIN001_01517	HAIN002_01575	HAIN003_00984	HAIN004_00216	HAIN005_00761	HAIN006_01530	HAIN007_01703	HAIN008_00936	HAIN009_00945	HAIN010_01188
queA: HAIN001_00269	HAIN002_00335	HAIN003_00369	HAIN004_00770	HAIN005_00188	HAIN006_01047	HAIN007_00308	HAIN008_00360	HAIN009_00338	HAIN010_00027
ydcV: HAIN001_01408	HAIN002_01698	HAIN003_00874	HAIN004_00072	HAIN005_00671	HAIN006_01623	HAIN007_01561	HAIN008_00832	HAIN009_01061	HAIN010_01213
group_3708: HAIN001_01624	HAIN002_01490	HAIN003_01079	HAIN004_00043	HAIN005_00859	HAIN006_01654	HAIN007_01758	HAIN008_01041	HAIN009_01087	HAIN010_01040
tolR: HAIN001_00412	HAIN002_00485	HAIN003_00209	HAIN004_01019	HAIN005_01906	HAIN006_00830	HAIN007_00524	HAIN008_00197	HAIN009_00188	HAIN010_01728
slyD: HAIN001_00754	HAIN002_00790	HAIN003_01732	HAIN004_01361	HAIN005_01664	HAIN006_00590	HAIN007_00879	HAIN008_01658	HAIN009_01793	HAIN010_00397
trpE: HAIN001_01452	HAIN002_01652	HAIN003_00921	HAIN004_00138	HAIN005_00718	HAIN006_01575	HAIN007_01603	HAIN008_00877	HAIN009_01018	HAIN010_01126
ybfF: HAIN001_00206	HAIN002_00276	HAIN003_00470	HAIN004_00711	HAIN005_01975	HAIN006_01108	HAIN007_00260	HAIN008_00451	HAIN009_00396	HAIN010_00874
ftsB: HAIN001_00729	HAIN002_00766	HAIN003_01762	HAIN004_01335	HAIN005_01684	HAIN006_00610	HAIN007_00853	HAIN008_01688	HAIN009_01816	HAIN010_00314
suhB: HAIN001_01003	HAIN002_01065	HAIN003_01457	HAIN004_01661	HAIN005_01329	HAIN006_00192	HAIN007_01131	HAIN008_01395	HAIN009_01452	HAIN010_00573
tusB: HAIN001_00606	HAIN002_00675	HAIN003_00015	HAIN004_01233	HAIN005_01711	HAIN006_00637	HAIN007_00733	HAIN008_00006	HAIN009_00006	HAIN010_00221
rne: HAIN001_00442	HAIN002_00514	HAIN003_00179	HAIN004_01053	HAIN005_01877	HAIN006_00801	HAIN007_00553	HAIN008_00168	HAIN009_00158	HAIN010_01757
rplK: HAIN001_00545	HAIN002_00612	HAIN003_00080	HAIN004_01168	HAIN005_01776	HAIN006_00699	HAIN007_00672	HAIN008_00069	HAIN009_00060	HAIN010_00345
metJ: HAIN001_00323	HAIN002_00388	HAIN003_00311	HAIN004_00861	HAIN005_00243	HAIN006_00991	HAIN007_00439	HAIN008_00288	HAIN009_00284	HAIN010_01789
rpsF: HAIN001_00575	HAIN002_00642	HAIN003_00048	HAIN004_01199	HAIN005_01743	HAIN006_00669	HAIN007_00702	HAIN008_00039	HAIN009_00036	HAIN010_00191
group_3823: HAIN001_00113	HAIN002_00185	HAIN003_00568	HAIN004_00610	HAIN005_00150	HAIN006_02040	HAIN007_00170	HAIN008_00540	HAIN009_00490	HAIN010_00887
fadD: HAIN001_00418	HAIN002_00491	HAIN003_00203	HAIN004_01028	HAIN005_01900	HAIN006_00824	HAIN007_00530	HAIN008_00191	HAIN009_00182	HAIN010_01734
dnaG: HAIN001_00560	HAIN002_00627	HAIN003_00063	HAIN004_01183	HAIN005_01758	HAIN006_00684	HAIN007_00687	HAIN008_00054	HAIN009_00045	HAIN010_00329
nagA: HAIN001_00154	HAIN002_00224	HAIN003_00527	HAIN004_00656	HAIN005_01923	HAIN006_01162	HAIN007_00209	HAIN008_00502	HAIN009_00447	HAIN010_00831
crcB: HAIN001_00626	HAIN002_00701	HAIN003_01841	HAIN004_01261	HAIN005_01582	HAIN006_00508	HAIN007_00754	HAIN008_01762	HAIN009_01890	HAIN010_00247
lptE: HAIN001_00987	HAIN002_01048	HAIN003_01482	HAIN004_01645	HAIN005_01352	HAIN006_00214	HAIN007_01111	HAIN008_01418	HAIN009_01468	HAIN010_00558
glgA: HAIN001_01423	HAIN002_01683	HAIN003_00890	HAIN004_00090	HAIN005_00690	HAIN006_01605	HAIN007_01576	HAIN008_00849	HAIN009_01046	HAIN010_01144
group_3698: HAIN001_01249	HAIN002_01279	HAIN003_01232	HAIN004_01917	HAIN005_01074	HAIN006_01866	HAIN007_01384	HAIN008_01179	HAIN009_01226	HAIN010_01432
rpmB: HAIN001_01018	HAIN002_01080	HAIN003_01442	HAIN004_01676	HAIN005_01316	HAIN006_00177	HAIN007_01146	HAIN008_01380	HAIN009_01437	HAIN010_00586
bacA: HAIN001_00037	HAIN002_00037	HAIN003_00646	HAIN004_00527	HAIN005_00040	HAIN006_00042	HAIN007_00037	HAIN008_00616	HAIN009_00671	HAIN010_01524
rclR: HAIN001_01120	HAIN002_01155	HAIN003_01364	HAIN004_01780	HAIN005_01195	HAIN006_01989	HAIN007_01259	HAIN008_01300	HAIN009_01353	HAIN010_00720
dapA: HAIN001_00279	HAIN002_00344	HAIN003_00357	HAIN004_00794	HAIN005_00199	HAIN006_01035	HAIN007_00332	HAIN008_00334	HAIN009_00329	HAIN010_00018
group_87: HAIN001_00411	HAIN002_00484	HAIN003_00210	HAIN004_01018	HAIN005_01907	HAIN006_00831	HAIN007_00523	HAIN008_00198	HAIN009_00189	HAIN010_01727
group_523: HAIN001_00818	HAIN002_00884	HAIN003_01664	HAIN004_01465	HAIN005_01510	HAIN006_00381	HAIN007_00942	HAIN008_01596	HAIN009_01649	HAIN010_00423
uvrB: HAIN001_01312	HAIN002_01782	HAIN003_00822	HAIN004_00345	HAIN005_00603	HAIN006_01330	HAIN007_01449	HAIN008_00780	HAIN009_00837	HAIN010_00947
ygiC: HAIN001_00995	HAIN002_01057	HAIN003_01466	HAIN004_01653	HAIN005_01338	HAIN006_00200	HAIN007_01123	HAIN008_01403	HAIN009_01460	HAIN010_00565
purH: HAIN001_00953	HAIN002_01012	HAIN003_01518	HAIN004_01609	HAIN005_01386	HAIN006_00248	HAIN007_01077	HAIN008_01454	HAIN009_01502	HAIN010_00087
group_3767: HAIN001_00164	HAIN002_00234	HAIN003_00517	HAIN004_00667	HAIN005_01933	HAIN006_01150	HAIN007_00219	HAIN008_00492	HAIN009_00437	HAIN010_00821
rapA: HAIN001_00657	HAIN002_00842	HAIN003_00420	HAIN004_01417	HAIN005_01554	HAIN006_00426	HAIN007_00783	HAIN008_00409	HAIN009_01692	HAIN010_01592
mrcB: HAIN001_01799	HAIN002_01889	HAIN003_00710	HAIN004_00459	HAIN005_00431	HAIN006_01212	HAIN007_01955	HAIN008_00675	HAIN009_00735	HAIN010_01387
dsbB: HAIN001_00457	HAIN002_00527	HAIN003_00165	HAIN004_01073	HAIN005_01861	HAIN006_00786	HAIN007_00566	HAIN008_00155	HAIN009_00145	HAIN010_00050
aspA: HAIN001_00562	HAIN002_00629	HAIN003_00061	HAIN004_01185	HAIN005_01756	HAIN006_00682	HAIN007_00689	HAIN008_00052	HAIN009_00043	HAIN010_00327
yjhB: HAIN001_01170	HAIN002_01206	HAIN003_01312	HAIN004_01833	HAIN005_01147	HAIN006_01940	HAIN007_01309	HAIN008_01251	HAIN009_01302	HAIN010_00768
hflD: HAIN001_00689	HAIN002_00725	HAIN003_01808	HAIN004_01294	HAIN005_01613	HAIN006_00544	HAIN007_00815	HAIN008_01730	HAIN009_01860	HAIN010_00272
mnmC: HAIN001_01609	HAIN002_01503	HAIN003_01064	HAIN004_00058	HAIN005_00846	HAIN006_01641	HAIN007_01745	HAIN008_01026	HAIN009_01074	HAIN010_01054
group_3710: HAIN001_00823	HAIN002_00889	HAIN003_01658	HAIN004_01470	HAIN005_01505	HAIN006_00376	HAIN007_00947	HAIN008_01591	HAIN009_01644	HAIN010_00428
group_1237: HAIN001_01323	HAIN002_01773	HAIN003_00832	HAIN004_00334	HAIN005_00615	HAIN006_01340	HAIN007_01458	HAIN008_00789	HAIN009_00846	HAIN010_00957
alsT_1: HAIN001_00196	HAIN002_00265	HAIN003_00503	HAIN004_00700	HAIN005_01965	HAIN006_01119	HAIN007_00250	HAIN008_00461	HAIN009_00406	HAIN010_00864
group_3804: HAIN001_01154	HAIN002_01189	HAIN003_01329	HAIN004_01815	HAIN005_01164	HAIN006_01957	HAIN007_01292	HAIN008_01268	HAIN009_01319	HAIN010_00751
mglA: HAIN001_00890	HAIN002_00956	HAIN003_01586	HAIN004_01538	HAIN005_01443	HAIN006_00313	HAIN007_01014	HAIN008_01530	HAIN009_01578	HAIN010_00508
group_3861: HAIN001_01378	HAIN002_01528	HAIN003_01036	HAIN004_00267	HAIN005_00801	HAIN006_01489	HAIN007_01516	HAIN008_00984	HAIN009_00897	HAIN010_01081
group_1725: HAIN001_01523	HAIN002_01569	HAIN003_00990	HAIN004_00222	HAIN005_00767	HAIN006_01524	HAIN007_01709	HAIN008_00942	HAIN009_00939	HAIN010_01194
group_549: HAIN001_01105	HAIN002_01141	HAIN003_01378	HAIN004_01763	HAIN005_01213	HAIN006_00113	HAIN007_01245	HAIN008_01317	HAIN009_01367	HAIN010_00653
secA: HAIN001_00974	HAIN002_01035	HAIN003_01494	HAIN004_01632	HAIN005_01365	HAIN006_00227	HAIN007_01098	HAIN008_01432	HAIN009_01481	HAIN010_00545
rimM: HAIN001_00217	HAIN002_00287	HAIN003_00457	HAIN004_00723	HAIN005_01988	HAIN006_01097	HAIN007_00271	HAIN008_00440	HAIN009_00385	HAIN010_01656
epsE: HAIN001_00327	HAIN002_00392	HAIN003_00307	HAIN004_00865	HAIN005_00247	HAIN006_00987	HAIN007_00443	HAIN008_00284	HAIN009_00280	HAIN010_01785
glyQ: HAIN001_00993	HAIN002_01055	HAIN003_01468	HAIN004_01651	HAIN005_01340	HAIN006_00202	HAIN007_01121	HAIN008_01405	HAIN009_01462	HAIN010_00563
nqrA: HAIN001_00179	HAIN002_00248	HAIN003_00483	HAIN004_00682	HAIN005_01947	HAIN006_01136	HAIN007_00233	HAIN008_00478	HAIN009_00423	HAIN010_00807
hscB: HAIN001_00401	HAIN002_00474	HAIN003_00221	HAIN004_00941	HAIN005_00323	HAIN006_00911	HAIN007_00513	HAIN008_00208	HAIN009_00199	HAIN010_01717
group_682: HAIN001_00177	HAIN002_00246	HAIN003_00505	HAIN004_00680	HAIN005_01945	HAIN006_01138	HAIN007_00231	HAIN008_00480	HAIN009_00425	HAIN010_00809
group_3609: HAIN001_01024	HAIN002_01086	HAIN003_01436	HAIN004_01683	HAIN005_01310	HAIN006_00171	HAIN007_01152	HAIN008_01374	HAIN009_01431	HAIN010_00592
ftsK: HAIN001_01665	HAIN002_01374	HAIN003_01128	HAIN004_02024	HAIN005_00980	HAIN006_01773	HAIN007_01827	HAIN008_01084	HAIN009_01131	HAIN010_01249
sspA: HAIN001_01514	HAIN002_01578	HAIN003_00981	HAIN004_00213	HAIN005_00758	HAIN006_01533	HAIN007_01700	HAIN008_00933	HAIN009_00948	HAIN010_01185
mntH: HAIN001_01802	HAIN002_01892	HAIN003_00707	HAIN004_00462	HAIN005_00428	HAIN006_01209	HAIN007_01958	HAIN008_00672	HAIN009_00732	HAIN010_01390
ddc: HAIN001_01013	HAIN002_01075	HAIN003_01447	HAIN004_01671	HAIN005_01319	HAIN006_00182	HAIN007_01141	HAIN008_01385	HAIN009_01442	HAIN010_00583
proS: HAIN001_00791	HAIN002_00862	HAIN003_01691	HAIN004_01436	HAIN005_01533	HAIN006_00405	HAIN007_00919	HAIN008_01621	HAIN009_01672	HAIN010_00166
rsxA: HAIN001_01757	HAIN002_01847	HAIN003_00751	HAIN004_00419	HAIN005_00542	HAIN006_01267	HAIN007_01916	HAIN008_00714	HAIN009_00775	HAIN010_01338
